review,rating,date,bank,source
the most advanced app. but how to stay safe?,5,2025-11-27,CBE,Google Play
Good application,4,2025-11-27,CBE,Google Play
It is nice app,5,2025-11-26,CBE,Google Play
best,5,2025-11-25,CBE,Google Play
good app,5,2025-11-25,CBE,Google Play
"it suddenly asked me to enter the verification key I received. and it (*get your verification key from the nearest CBE Branch*) Now I'm in Australia, what do you expect me to do???! There is no nearest or furthermost cbe Branch!! SO FRUSTRATING! How can I manage my bank account now????",1,2025-11-25,CBE,Google Play
nice app...,5,2025-11-25,CBE,Google Play
very good banking service and fast service,5,2025-11-24,CBE,Google Play
thanks blc this app help me to use all time,5,2025-11-24,CBE,Google Play
good,5,2025-11-24,CBE,Google Play
why we can't send money to other people telebirr wallets??,1,2025-11-24,CBE,Google Play
áŠ á‰³ááˆ©áˆ áŒáŠ• áˆˆ15 birr 11.50 á‰¥áˆ­ áˆµá‰µá‰†áˆ­áŒ¡ á‹­áˆµá‰°áŠ«áŠ¨áˆáˆáŠ•,1,2025-11-23,CBE,Google Play
á‰ áŒ£áˆ á‰€áˆ‹áˆáŠ“ áˆá‰¹ áŠá‹á¢,5,2025-11-23,CBE,Google Play
wow,5,2025-11-23,CBE,Google Play
nice,5,2025-11-22,CBE,Google Play
you are the reason why i got ye chogara himem,1,2025-11-22,CBE,Google Play
it is so smart app i recommend it for everyone,5,2025-11-22,CBE,Google Play
excellent,5,2025-11-22,CBE,Google Play
á‹³áŒŠ,5,2025-11-21,CBE,Google Play
absolutely right,5,2025-11-21,CBE,Google Play
mid application it's so annoying,3,2025-11-20,CBE,Google Play
I used morethan one year,4,2025-11-20,CBE,Google Play
no word can explane about this app it is nice ğŸ‘ğŸ‘ğŸ‘ğŸ‘ğŸ‘,5,2025-11-20,CBE,Google Play
"It's great app,I love this app",5,2025-11-20,CBE,Google Play
Nice,5,2025-11-19,CBE,Google Play
suckkkks,1,2025-11-19,CBE,Google Play
not allowing to transfer and showing current statement updates.,1,2025-11-19,CBE,Google Play
I love you this app,5,2025-11-19,CBE,Google Play
"fast and convenient app, thanks for your dedication as a bank to provide good options to your cuatomers.",1,2025-11-19,CBE,Google Play
make life easy,5,2025-11-19,CBE,Google Play
securr,5,2025-11-19,CBE,Google Play
My most optional bank,5,2025-11-17,CBE,Google Play
5 star,5,2025-11-17,CBE,Google Play
it is fantastic app.,5,2025-11-16,CBE,Google Play
sifen,5,2025-11-16,CBE,Google Play
i like thisâˆš,4,2025-11-16,CBE,Google Play
Ok,3,2025-11-16,CBE,Google Play
áŒ¥áˆ© App áŠá‹‰ á¢ á‹¨áŠ” á‹¨áŒáˆ áŠ áˆµá‰°á‹«á‹¨á‰µ- Update á‹ˆá‹­áŠ•áˆ cache cleaning app áˆ²á‹°áˆ¨áŒ áˆˆáˆáŠ•á‹µáŠá‹‰ á‹°áŒáˆ˜áŠ• login áˆµáŠ“á‹°áˆ­áŒ Restricted áˆšá‹«á‹°áˆ­áŒˆá‹‰ á‰¢áˆµá‰°áŠ«áŠ¨áˆ áŠ¥áŠ•á‹° áˆ€áˆ³á‰¥ áŒ¥áˆ© áŠá‹‰á¢ á‰ á‹›áˆ‹á‹­ á‹µáŒ‹áˆš áŠ áŠ­á‰²á‰¬á‰µ áˆˆáˆ›áˆµá‹°áˆ¨áŒ áŠ¨ááˆˆáŠ• ..,5,2025-11-15,CBE,Google Play
"Seriously, whatâ€™s going on with this app? The ""Pay to Beneficiary"" option is completely disabled for Android users, yet iOS users get full access without restrictions. Why are Android users being treated like second class customers? Itâ€™s the same app, the same service, but clearly not the same experience. This kind of platform bias is unacceptable, either give everyone the same features or be transparent about why youâ€™re limiting functionality. Right now, it just feels unfair and frustrating.",1,2025-11-15,CBE,Google Play
Like,5,2025-11-13,CBE,Google Play
Nice and very useful app i like it!,5,2025-11-13,CBE,Google Play
Good,5,2025-11-13,CBE,Google Play
smart app,4,2025-11-12,CBE,Google Play
good App,5,2025-11-12,CBE,Google Play
sync problem may 22 2025 but the date stack on may 8 2025 help pls,5,2025-11-12,CBE,Google Play
ok,5,2025-11-11,CBE,Google Play
cbe is my choice,4,2025-11-11,CBE,Google Play
Awesome,5,2025-11-11,CBE,Google Play
I am not able to transfer. The app is not responding,1,2025-11-11,CBE,Google Play
Very convenient App,5,2025-11-11,CBE,Google Play
excellent but sometimes can not connect,5,2025-11-10,CBE,Google Play
wow apk,5,2025-11-10,CBE,Google Play
best 100 %,5,2025-11-10,CBE,Google Play
bad app,1,2025-11-10,CBE,Google Play
best app,5,2025-11-10,CBE,Google Play
nice app,5,2025-11-10,CBE,Google Play
the app constantly glitches and won't stop loading despite having a decent connection and a cleared cache. telebirr is way better,1,2025-11-10,CBE,Google Play
I can't access it properly I think it needs update,1,2025-11-10,CBE,Google Play
ğŸ‘ŒğŸ‘Œ,5,2025-11-10,CBE,Google Play
best ğŸ‘Œ,5,2025-11-10,CBE,Google Play
not Refresh,2,2025-11-10,CBE,Google Play
your statement is not used as wanted,1,2025-11-10,CBE,Google Play
good very good,5,2025-11-09,CBE,Google Play
this is absolute trash why because it's not Woking most time the servers are down even though I'm using 4g data Internet they steal not working they use to work with out even data package now it's trash can't even send money,1,2025-11-09,CBE,Google Play
Bayeee galatooma kana caalati nu gammachisa ğŸŒğŸ¤ŒğŸ»ğŸ’´ğŸ’¸ğŸ¥°ğŸ‘ŒğŸ»ğŸ™ğŸ»,5,2025-11-08,CBE,Google Play
Good !,5,2025-11-08,CBE,Google Play
i like it,5,2025-11-08,CBE,Google Play
Very nice app,5,2025-11-08,CBE,Google Play
the app is not functional this week.,4,2025-11-08,CBE,Google Play
very updated bank,5,2025-11-06,CBE,Google Play
tankyu,5,2025-11-05,CBE,Google Play
Numbers 2 and 3 don't write during pin verification.,5,2025-11-05,CBE,Google Play
"once it is uninstalled, you need to visit a nearby bank. you go there and they ask you to have a new sim card which hasn't been used before. so you should buy a new sim card and you go back to them with a new sim card, when you reach there service provider says authentication pin is not arrive, the system is not working come back tomorrow.",1,2025-11-05,CBE,Google Play
loved it,5,2025-11-05,CBE,Google Play
this app is not working on my phone,5,2025-11-03,CBE,Google Play
CBE needs to show transaction fees before the transaction is confirmed and not after. This is a big issue as fees are no longer insignificant.,3,2025-11-03,CBE,Google Play
"After the recent updates, I am unable to download a receipt. I can't see the names of account holders I've previously transacted with. Very important. Please fix it asap.",1,2025-11-03,CBE,Google Play
wow ğŸ˜˜ğŸ˜˜ğŸ˜˜,4,2025-11-02,CBE,Google Play
mobile banking broblem,5,2025-11-01,CBE,Google Play
good job,5,2025-11-01,CBE,Google Play
it is a good and clear apps to use,4,2025-10-31,CBE,Google Play
áˆˆáˆáŠ•á‹µáŠ• áŠá‹ áŠ¨áŠ•áŒá‹µ á‰£áŠ•áŠ­ á‹ˆá‹° á‰´áˆŒá‰¥áˆ­ 5 á‰¥áˆ­ áˆ²á‰°áˆ‹áˆˆá 11 á‰¥áˆ­ áŠ¥áŠ•á‹²á‰†áˆ­áŒ¥ á‹«á‹°áˆ¨áŒ‹á‰½áˆá‰µ,1,2025-10-31,CBE,Google Play
I love this app b/c every option in the app very clear and supportive.,5,2025-10-30,CBE,Google Play
niiceh,5,2025-10-29,CBE,Google Play
the app is good but their is no dark mode you have to add it,3,2025-10-29,CBE,Google Play
ğŸ¤®,1,2025-10-29,CBE,Google Play
abdulakim abrahim elemoo,5,2025-10-29,CBE,Google Play
strong,5,2025-10-28,CBE,Google Play
Abebaw Zenebe,5,2025-10-28,CBE,Google Play
good I love it keep it up but if we had a new update that will be fire Soo good,5,2025-10-27,CBE,Google Play
Cbe,5,2025-10-27,CBE,Google Play
Active and granted system,5,2025-10-27,CBE,Google Play
fast app,4,2025-10-27,CBE,Google Play
cool ğŸ˜,5,2025-10-27,CBE,Google Play
Galaxy A10s,3,2025-10-26,CBE,Google Play
the best apps,5,2025-10-26,CBE,Google Play
arif app new,5,2025-10-26,CBE,Google Play
laga Bari biranch,5,2025-10-26,CBE,Google Play
áŠáŠáˆ áŠáˆ áˆ áŠáˆ áˆ áˆ áˆ áŠá‹¨áŠ,5,2025-10-26,CBE,Google Play
I would like to suggest you improve the time out as it takes the money and doesn't return it back until the next day.,3,2025-10-25,CBE,Google Play
Attractive,5,2025-10-25,CBE,Google Play
mite,5,2025-10-24,CBE,Google Play
useful,5,2025-10-24,CBE,Google Play
"not good, not bad!",3,2025-10-23,CBE,Google Play
very good,5,2025-10-23,CBE,Google Play
áŠ¥áŒ…áŒ á‰ áŒ£áˆ áŠ áˆµá‰€á‹«áˆš áŒ á‰áŠ áˆ á‹˜áˆ¨á‹ á‰ áˆšá‰£áˆ á‹°áˆ­áŒƒ á‹¨ áŠ áŒˆáˆáŒáˆá‰µ á‹¨áˆšá‰€á‰ áˆ á‹«áˆáˆ°áˆ«á‰ á‰µáŠ• á‹¨áŒˆá‹› áŒˆáŠ•á‹á‰ á‰£á‰½áŠ•áŠ• á‰°á‹˜áˆ¨ááŠ• áŠ¨ 100á‰¥áˆ­ 10á‰¥áˆ­ á‹¨áŠ áŒˆáˆáŒáˆá‰µ áˆ›áˆµáŠ¨áˆáˆ áˆáŠ• áˆ›áˆˆá‰µ áŠá‹ áŠ¥á‰£áŠ«á‰½áˆ áŠ¥á‹©á‰µ áŠ¥áˆµá‰µá‹­ áŠ¨ áˆá‰£á‹­áˆ á‰£áŠ•áŠ­ á‹ˆá‹° ampsa áŠ áˆµá‰°áˆ‹áˆá‰áŠ“ áŠ¥á‹©á‰µ á‰ áŒ£áˆ á‹­áŒˆáˆ­áˆ›áˆ áˆŒá‰£ á‰¥á‹«á‰¸á‹‹áˆáˆ,1,2025-10-22,CBE,Google Play
imp,5,2025-10-22,CBE,Google Play
super fast app,5,2025-10-21,CBE,Google Play
"The app has a nice design and useful features like balance check and transfers, but itâ€™s unstable and often fails to connect. It also forces users to turn off Developer Options, which is unnecessary â€” other banking apps work fine without that. Many people use Developer Mode for normal reasons. Please fix performance issues, remove this restriction, and add biometric login for better security and convenience",2,2025-10-19,CBE,Google Play
cbe,4,2025-10-18,CBE,Google Play
"it says ""ti is work any more in your device"" what can i do??",1,2025-10-18,CBE,Google Play
blah blah blah,5,2025-10-18,CBE,Google Play
bad áŒá‹´á‰³ áˆ˜áˆ†áŠ•áˆ,1,2025-10-17,CBE,Google Play
CBE no.1,5,2025-10-17,CBE,Google Play
"it's not work correctly when it's needed sometimes, but it works sometimes though",2,2025-10-16,CBE,Google Play
its easy to use and more secured than the previous one. i love it and appreciate commercial bank of ethiopia for every time update.,5,2025-10-16,CBE,Google Play
gooof,5,2025-10-16,CBE,Google Play
"Suddenly the cbe application I was using stopped working and called callcenter, I was told it's because it expired and I should vist any branch to fix it. So I went to CBE Silassie branch.After filling a form they gave me, I sat down and waited until they finish fixing 2 customer's case who arrived before me. But then when it was my turn ppl who came after me with same mobile banking and even Atm card cases were finishing up and leaving I had to get back to my work so I left.with no service.why?",1,2025-10-16,CBE,Google Play
Best app,5,2025-10-16,CBE,Google Play
still not perfect like before,1,2025-10-15,CBE,Google Play
This app dash board is disturbing me. it is not showing me traxation and my balance while displaying others option on dashboard. I think it is a risk full appğŸ˜­ğŸ˜­ğŸ˜­ğŸ¤¤ğŸ¤¤,1,2025-10-15,CBE,Google Play
APPLIED,1,2025-10-14,CBE,Google Play
10 years ago,4,2025-10-14,CBE,Google Play
Asefa Obsa,5,2025-10-14,CBE,Google Play
it's good app,5,2025-10-14,CBE,Google Play
very slow,1,2025-10-14,CBE,Google Play
berhan deriba wami,4,2025-10-14,CBE,Google Play
mahamad Usman,5,2025-10-13,CBE,Google Play
Erako,5,2025-10-13,CBE,Google Play
ğŸ”¥ğŸ”¥ğŸ”¥ğŸ”¥ğŸ”¥,5,2025-10-13,CBE,Google Play
opne,5,2025-10-13,CBE,Google Play
mehommd nuri,5,2025-10-13,CBE,Google Play
Best,5,2025-10-12,CBE,Google Play
providing very secure service.,5,2025-10-12,CBE,Google Play
apk áŠ áˆªá áŠá‹ áŒáŠ• á‰ áŒ£áˆ apkwun á‹¨áˆšáŠ¨áá‰± á‹¨ á‰£áŠ•áŠ­ áˆ°áˆ«á‰°áŠá‰½ á‰ áŒ£áˆ á‹°áŠ«áˆ› áŠ“á‰¸á‹ áˆ²á‹«áˆµá‰°áŠ“áŒá‹± áˆˆ á‹°áŠ•á‰ áŠ› áŠ­á‰¥áˆ­ á‹¨áˆ‹á‰¸á‹áˆ áŠ¥áŠ” áˆ˜áˆ˜áˆ‹áˆˆáˆµ áŠ¨áŒ€áˆ˜áˆ­áŠ© á‰†á‹¨á‹ áŒáŠ• áˆ˜áá‰µáˆ… áˆ‹áŒˆáŠ áŠ áˆá‰½áˆáŠ©áˆ ::,1,2025-10-12,CBE,Google Play
á‹³áˆ­ áŠ‘áˆ® áˆ‹áˆˆá‹ áŠ£ááˆªá‰»áŠ• á‹,5,2025-10-12,CBE,Google Play
RIYAD Mohammed Abaoli 92 527 2567,5,2025-10-12,CBE,Google Play
it doesn't show bank statement and no options to see transactions for the past months.,2,2025-10-12,CBE,Google Play
Mamma Husen,2,2025-10-11,CBE,Google Play
3 stars because I can't see all my transaction history apart from the recents and a refresh button has been removed from the Recents activity. The app should allow clients to view all of the transactions not just recents.,3,2025-10-11,CBE,Google Play
exceptional application from others bank,5,2025-10-10,CBE,Google Play
"it is very nice. but i have a serious suggestion when you send to other cbe birr customer, it does not show the name of the recipient befor it actually send the money. please improve this",4,2025-10-10,CBE,Google Play
goodğŸ‘ğŸ‘ğŸ‘ğŸ˜ŠğŸ˜ŠğŸ˜Š,5,2025-10-10,CBE,Google Play
really good app,5,2025-10-10,CBE,Google Play
smart bank CBE,5,2025-10-10,CBE,Google Play
Ali urgesa11,3,2025-10-09,CBE,Google Play
it's good,5,2025-10-09,CBE,Google Play
Good apps,5,2025-10-09,CBE,Google Play
password á‰ áŒ£á‰µ áŠ áˆ»áˆ« á‰¢áŠ–áˆ¨á‹ áˆ˜áˆáŠ«áˆ áŠá‰ áˆ­,4,2025-10-09,CBE,Google Play
best app i ever seen,5,2025-10-09,CBE,Google Play
it's game changing in financial system,4,2025-10-09,CBE,Google Play
"z,MKT 20_._!8+â…“â…•ğŸ˜˜r",1,2025-10-09,CBE,Google Play
will good updating,5,2025-10-09,CBE,Google Play
"service charge , vat, fee everything here is not yours they wanna take what you have, everything is not fair",1,2025-10-08,CBE,Google Play
why removing screenshot feature why?,2,2025-10-08,CBE,Google Play
very good application! thank you all who participate!,5,2025-10-08,CBE,Google Play
application bank commercial Ethiopia I am very happy to be able to appear in a great job on a pleasant job,5,2025-10-08,CBE,Google Play
user compatible app!,5,2025-10-08,CBE,Google Play
"I am trying to access this app on my Android phone, but sometimes doesn't work. so kindly try to improve it.",3,2025-10-07,CBE,Google Play
what an amazing app. you know how much it simplify life. Thanks cbe. I proud of you.,5,2025-10-07,CBE,Google Play
Our Commercial Bank of Ethiopia is Good !,5,2025-10-06,CBE,Google Play
Asledin Ibsa,5,2025-10-06,CBE,Google Play
terrible when showing history of transaction it shows in disorganised way,3,2025-10-05,CBE,Google Play
my bank,5,2025-10-05,CBE,Google Play
Data,5,2025-10-04,CBE,Google Play
"lately I am facing a problem with the app ,and the problem is when log in and inter my pin it doesn't work at all and says 'can't sync' why does it say that I was working fine a few day ago and also it says when I enter my pin 'change your pin to 6 digit pin and it doesn't allow me to change it please solve what is the problem with the app ?",2,2025-10-04,CBE,Google Play
excellent app with lots of features,5,2025-10-04,CBE,Google Play
very good ğŸ‘ mobile banking,5,2025-10-04,CBE,Google Play
so special,5,2025-10-04,CBE,Google Play
wiiy ewdihiliw esimirt niho yitnehew metgeyot â¤ğŸ’ğŸ¤”ğŸ˜´ğŸ¤©ğŸ˜,1,2025-10-03,CBE,Google Play
woow cbe,5,2025-10-03,CBE,Google Play
cbe the best bank app,4,2025-10-03,CBE,Google Play
This App CBE bank it's Simple and Smart I Like it.,5,2025-10-03,CBE,Google Play
Rijalufaris,5,2025-10-02,CBE,Google Play
its Best app But i hate the Repeatedly update request,5,2025-10-02,CBE,Google Play
imoo,3,2025-10-02,CBE,Google Play
"it was good since it become a robber the vat ,tax,service charge,unbelievable charge to send to other bank, monthly charge,etc i hope one international bank comes and we all leave this bank. enough is enough",1,2025-10-02,CBE,Google Play
screen shoot always not allowed why?,5,2025-10-02,CBE,Google Play
enkorabetalen,5,2025-10-01,CBE,Google Play
Gamada mahamadi,1,2025-10-01,CBE,Google Play
it is very good banking web but its network is sometimes busy i hope they willfix the problem,4,2025-09-30,CBE,Google Play
verfcasencod,5,2025-09-30,CBE,Google Play
you can't get your own transaction history,1,2025-09-29,CBE,Google Play
sintu,5,2025-09-29,CBE,Google Play
BEST,5,2025-09-28,CBE,Google Play
Bank of Ethiopia,5,2025-09-28,CBE,Google Play
"All most Good, but need improvement",5,2025-09-27,CBE,Google Play
"Great application for me,So I would like to rate with Solid 5 star.That It works well overall. So hello everyone enjoy the apps",5,2025-09-27,CBE,Google Play
poor app all of you guys delete CBE and download BOA,1,2025-09-27,CBE,Google Play
niceapp,5,2025-09-27,CBE,Google Play
the best app of all,5,2025-09-25,CBE,Google Play
â¤ï¸,5,2025-09-25,CBE,Google Play
"Most of the time when I try to open the app, it does not load. The circle keeps spinning as if it is trying to open, and get a message saying "" 2 attempts left for offline login"". This seems to mean that the app cannot connect to the internet, even though I have a stable internet connection, and all other stuff work properly.",2,2025-09-24,CBE,Google Play
Juhaar,5,2025-09-24,CBE,Google Play
I am using CBE app very fantastic.,5,2025-09-24,CBE,Google Play
bist app tankyou,4,2025-09-23,CBE,Google Play
this is very useful and consistent app,5,2025-09-23,CBE,Google Play
"this application provides timely service in a good, fast and reliable manner.",5,2025-09-23,CBE,Google Play
So good,5,2025-09-23,CBE,Google Play
it will be more better if the app have the feature receipt verifying from QR CODE SCREENSHOT IMAGES FROM gallery ... currently IT WORKS ONLY FROM DIRECT CAMERA CAPTURING,4,2025-09-23,CBE,Google Play
"From the UX perspective it can be better, it's old and it's not obvious where you can find some things",3,2025-09-22,CBE,Google Play
It is amazing app but it is more better if it is possible to transfer from account to other telebirr,5,2025-09-22,CBE,Google Play
"The app was great while it was active. However, after the app did an update, I lost connection with a message ""Network Error"". Please try to fix it as there are many clients of CBE using this app globally from abroad countries.",3,2025-09-21,CBE,Google Play
very important app,4,2025-09-21,CBE,Google Play
the best of all mobile banking in Ethiopia works perfectly fine,5,2025-09-21,CBE,Google Play
DANTRO BAND!!!,5,2025-09-21,CBE,Google Play
some time when make transfer from Mobile account to other cbebirr wallet no show customer name so please check it......thanks my cbe.. cbebirr application very nice application wallet,5,2025-09-20,CBE,Google Play
this app is very useful but sometimes when you want to see specific transactions it didn't work so that way i gave 3,3,2025-09-20,CBE,Google Play
why i must visit the branch i opened my account to activate the mobile banking services? if it a connected network it maybe done from any branch.,1,2025-09-20,CBE,Google Play
áŠ áˆªá áŠá‹ áŠ áˆáŠ• á‹°áŒáˆ áŠ¥áˆµáŠ­áˆªáŠ• áˆ¹á‰µ áˆ›áˆ¨áŒ á‰ áˆ˜á‰»áˆŒ á‹°áŒá‰¥áˆáŠ›áˆ,5,2025-09-20,CBE,Google Play
asfaw damse,5,2025-09-19,CBE,Google Play
jabadhaa namatii tolataan,5,2025-09-19,CBE,Google Play
"The App is very good in its interface and user friendly. But it could be a pro app had it had additional feature that let us run multiple accounts on a single phone with an option of ""additional"" account!",3,2025-09-19,CBE,Google Play
The app is user friendly. But i want some amendment or include option of sending money to other tele birr like other cbe birr.,4,2025-09-18,CBE,Google Play
Truly amazing!,5,2025-09-18,CBE,Google Play
Doesn't have option to generate statement for transactions,3,2025-09-18,CBE,Google Play
ğŸ˜,5,2025-09-18,CBE,Google Play
JanaleBl,5,2025-09-17,CBE,Google Play
nice application,5,2025-09-17,CBE,Google Play
WaaaaaaaW,1,2025-09-17,CBE,Google Play
very nice,5,2025-09-16,CBE,Google Play
Of,5,2025-09-16,CBE,Google Play
it's best app to use recently and upgraded day to day for internationalization,4,2025-09-16,CBE,Google Play
Easy to use and not Complicated ğŸ‘,5,2025-09-15,CBE,Google Play
apdat the app,5,2025-09-14,CBE,Google Play
good in bankin at any time & any where.,5,2025-09-13,CBE,Google Play
great,5,2025-09-13,CBE,Google Play
"WHAT A USELESS APP! Transfers, wallet payments, other banks â€” nothing works. Updated, restarted, cleared cache, reinstalled â€” still useless. Crashed and forced me to visit a branch just to log in 3 times. One of the biggest banks in the country canâ€™t fix issues a junior developer could solve. Completely unreliable. Big bank , Zero functionality!",1,2025-09-13,CBE,Google Play
it is best to me,1,2025-09-13,CBE,Google Play
hayizgi mebrahtom feshay,5,2025-09-13,CBE,Google Play
Excellent app,5,2025-09-12,CBE,Google Play
after apdate the app doesn't work any thing else it said enable to connects,1,2025-09-12,CBE,Google Play
love,5,2025-09-12,CBE,Google Play
Hasasa bank,1,2025-09-11,CBE,Google Play
All ways Trusted.,5,2025-09-11,CBE,Google Play
best MB application in Ethiopia financial sector.,5,2025-09-11,CBE,Google Play
I like this app,5,2025-09-11,CBE,Google Play
am tired why I have to update every 5 day,1,2025-09-11,CBE,Google Play
usb debugig mode bicha off endidereg axrigu like awash bank,1,2025-09-10,CBE,Google Play
good morning ğŸ™,5,2025-09-10,CBE,Google Play
am happy ğŸ˜ƒ,5,2025-09-09,CBE,Google Play
wowww,5,2025-09-08,CBE,Google Play
KEHRU nasir AbFIXA,5,2025-09-08,CBE,Google Play
